s/n,date,Temperature(oC),Rel. Humidity(%),Light(lux),CO2(ppm),HumidityRatio(kg/kg),Occupancy
403,02-02-15 21:01,20.89,23.1,,494.25,0.003523482,0
404,02-02-15 21:02,20.89,23.1,,494,0.003523482,0
405,02-02-15 21:03,20.9725,23.1,,489.25,0.003541507,0
406,02-02-15 21:04,20.9175,23.1,,490,0.003529482,0
407,02-02-15 21:04,20.89,23.1,,495.5,0.003523482,0
408,02-02-15 21:06,20.89,23.05,,498,0.003515813,0
409,02-02-15 21:07,20.89,23.05,,495,0.003515813,0
410,02-02-15 21:08,20.912,23,,490.2,0.003512921,0
411,02-02-15 21:08,20.92666667,23,,492.3333333,0.003516109,0
412,02-02-15 21:10,20.89,23,,491.6666667,0.003508143,0
413,02-02-15 21:10,20.89,22.956,,488,0.003501394,0
414,02-02-15 21:11,20.934,22.934,,488,0.003507553,0
415,02-02-15 21:13,20.89,23,,485,0.003508143,0
416,02-02-15 21:14,20.89,23,,490,0.003508143,0
417,02-02-15 21:15,20.9175,22.9725,,489.5,0.003509891,0
418,02-02-15 21:16,20.89,22.945,,485.25,0.003499707,0
419,02-02-15 21:16,20.89,22.89,,485.6666667,0.003491271,0
420,02-02-15 21:17,20.9175,22.945,,485,0.003505665,0
421,02-02-15 21:19,20.89,22.956,,485.2,0.003501394,0
422,02-02-15 21:20,20.945,22.89,,484,0.003503168,0
423,02-02-15 21:21,20.89,22.9175,,483,0.003495489,0
424,02-02-15 21:22,20.89,22.89,,481,0.003491271,0
425,02-02-15 21:23,20.89,22.89,,476.5,0.003491271,0
426,02-02-15 21:23,20.89,22.89,,475,0.003491271,0
427,02-02-15 21:24,20.89,22.89,,476,0.003491271,0
428,02-02-15 21:26,20.89,22.89,,478.5,0.003491271,0
429,02-02-15 21:27,20.89,22.89,,481,0.003491271,0
430,02-02-15 21:28,20.89,22.89,,483,0.003491271,0
431,02-02-15 21:29,20.85666667,22.85666667,,480.25,0.003478976,0
432,02-02-15 21:29,20.89,22.89,,480.25,0.003491271,0
433,02-02-15 21:30,20.89,22.865,,470.75,0.003487436,0
434,02-02-15 21:32,20.89,22.89,,474.75,0.003491271,0
435,02-02-15 21:33,20.89,22.865,,482.25,0.003487436,0
436,02-02-15 21:34,20.89,22.89,,480.3333333,0.003491271,0
437,02-02-15 21:35,20.89,22.89,,480,0.003491271,0
438,02-02-15 21:36,20.89,22.84,,481.5,0.003483602,0
439,02-02-15 21:36,20.89,22.84,,483.5,0.003483602,0
440,02-02-15 21:38,20.89,22.79,,475.6,0.003475933,0
441,02-02-15 21:39,20.89,22.76,,475.3333333,0.003471332,0
442,02-02-15 21:40,20.89,22.815,,477.6666667,0.003479768,0
443,02-02-15 21:40,20.89,22.79,,475.75,0.003475933,0
444,02-02-15 21:42,20.89,22.79,,479.1666667,0.003475933,0
445,02-02-15 21:42,20.865,22.7675,,475,0.003467115,0
446,02-02-15 21:43,20.865,22.7675,,474,0.003467115,0
447,02-02-15 21:45,20.89,22.79,,477.3333333,0.003475933,0
448,02-02-15 21:46,20.89,22.79,,473,0.003475933,0
449,02-02-15 21:47,20.89,22.7675,,470,0.003472482,0
450,02-02-15 21:48,20.865,22.675,,468.75,0.003452951,0
451,02-02-15 21:49,20.87,22.718,,471.4,0.003460606,0
452,02-02-15 21:49,20.89,22.7,,471,0.00346213,0
453,02-02-15 21:51,20.89,22.7,,468,0.00346213,0
454,02-02-15 21:52,20.85,22.678,,468.6,0.003450207,0
455,02-02-15 21:53,20.81,22.62,,467.4,0.003432825,0
456,02-02-15 21:53,20.79,22.6,,469,0.003425529,0
457,02-02-15 21:55,20.79,22.65,,471.25,0.00343315,0
458,02-02-15 21:55,20.82333333,22.73,,470.6666667,0.003452459,0
459,02-02-15 21:56,20.79,22.6,,466.75,0.003425529,0
460,02-02-15 21:58,20.79,22.64,,466.8,0.003431626,0
461,02-02-15 21:59,20.79,22.7,,468.75,0.003440771,0
462,02-02-15 22:00,20.79,22.65,,467.5,0.00343315,0
463,02-02-15 22:01,20.79,22.63333333,,469.6666667,0.00343061,0
464,02-02-15 22:01,20.79,22.7,,469.75,0.003440771,0
465,02-02-15 22:02,20.79,22.6,,469.75,0.003425529,0
466,02-02-15 22:04,20.79,22.6,,467.25,0.003425529,0
467,02-02-15 22:05,20.772,22.6,,461.4,0.003421714,0
468,02-02-15 22:06,20.79,22.6,,469.25,0.003425529,0
469,02-02-15 22:07,20.79,22.625,,468,0.00342934,0
470,02-02-15 22:08,20.73,22.6,,469,0.003412826,0
471,02-02-15 22:08,20.79,22.6,,467.25,0.003425529,0
472,02-02-15 22:09,20.79,22.6,,467.4,0.003425529,0
473,02-02-15 22:11,20.79,22.6,,467.6666667,0.003425529,0
474,02-02-15 22:12,20.745,22.6,,471.5,0.003415998,0
475,02-02-15 22:13,20.76,22.6,,471.6666667,0.003419173,0
476,02-02-15 22:14,20.7225,22.6,,464.75,0.003411242,0
477,02-02-15 22:14,20.7225,22.6,,461.75,0.003411242,0
478,02-02-15 22:15,20.7225,22.6,,458.5,0.003411242,0
479,02-02-15 22:17,20.745,22.55,,459.5,0.003408399,0
480,02-02-15 22:18,20.7225,22.55,,460.5,0.003403653,0
481,02-02-15 22:19,20.76,22.56666667,,465.3333333,0.003414102,0
482,02-02-15 22:20,20.7225,22.5,,465,0.003396065,0
483,02-02-15 22:21,20.7225,22.5,,459,0.003396065,0
484,02-02-15 22:21,20.7675,22.5,,463,0.003405542,0
485,02-02-15 22:23,20.745,22.5,,460.75,0.003400801,0
486,02-02-15 22:24,20.7,22.5,,461.5,0.003391335,0
487,02-02-15 22:25,20.7,22.5,,466,0.003391335,0
488,02-02-15 22:25,20.7675,22.5,,460.25,0.003405542,0
489,02-02-15 22:27,20.718,22.52,,457.4,0.003398153,0
490,02-02-15 22:27,20.7,22.5,,464.6,0.003391335,0
491,02-02-15 22:28,20.73,22.5,,464.3333333,0.003397643,0
492,02-02-15 22:30,20.7,22.5,,459.3333333,0.003391335,0
493,02-02-15 22:31,20.7,22.5,,459.75,0.003391335,0
494,02-02-15 22:32,20.7225,22.5,,459.25,0.003396065,0
495,02-02-15 22:33,20.7,22.5,,463,0.003391335,0
496,02-02-15 22:34,20.7225,22.445,,461.5,0.003387718,0
497,02-02-15 22:34,20.7,22.5,,454.5,0.003391335,0
498,02-02-15 22:36,20.7,22.5,,458.3333333,0.003391335,0
499,02-02-15 22:37,20.718,22.5,,463,0.003395119,0
500,02-02-15 22:38,20.7,22.5,,463.75,0.003391335,0
501,02-02-15 22:38,20.7,22.456,,460.6,0.003384667,0
502,02-02-15 22:40,20.7,22.5,,455.25,0.003391335,0
503,02-02-15 22:40,20.7,22.5,,455.6666667,0.003391335,0
504,02-02-15 22:41,20.7,22.5,,456.25,0.003391335,0
505,02-02-15 22:43,20.7,22.42666667,,459.6666667,0.003380222,0
506,02-02-15 22:44,20.7,22.5,,462,0.003391335,0
507,02-02-15 22:45,20.7225,22.4725,,460.25,0.003391892,0
508,02-02-15 22:46,20.718,22.434,,462,0.003385105,0
509,02-02-15 22:46,20.73,22.39,,461,0.003380942,0
510,02-02-15 22:47,20.7,22.39,,461.6666667,0.003374666,0
511,02-02-15 22:49,20.745,22.39,,460.25,0.003384084,0
512,02-02-15 22:50,20.7225,22.365,,456.25,0.003375578,0
513,02-02-15 22:51,20.745,22.39,,457.5,0.003384084,0
514,02-02-15 22:52,20.772,22.37,,455.8,0.003386702,0
515,02-02-15 22:53,20.76,22.39,,455,0.003387229,0
516,02-02-15 22:53,20.7675,22.365,,451.25,0.003384998,0
517,02-02-15 22:54,20.745,22.39,,453.75,0.003384084,0
518,02-02-15 22:56,20.736,22.39,,456.2,0.003382199,0
519,02-02-15 22:57,20.73,22.35666667,,453.6666667,0.003375881,0
520,02-02-15 22:58,20.7,22.34,,452.75,0.003367089,0
521,02-02-15 22:59,20.76,22.35666667,,454,0.003382159,0
522,02-02-15 22:59,20.745,22.39,,452.5,0.003384084,0
523,02-02-15 23:00,20.73,22.39,,456,0.003380942,0
524,02-02-15 23:02,20.745,22.34,,451.5,0.003376486,0
525,02-02-15 23:03,20.7,22.37,,449.8,0.003371635,0
526,02-02-15 23:04,20.7,22.365,,449.25,0.003370877,0
527,02-02-15 23:05,20.7,22.365,,452.25,0.003370877,0
528,02-02-15 23:06,20.7225,22.34,,451.25,0.003371784,0
529,02-02-15 23:06,20.7,22.34,,453,0.003367089,0
530,02-02-15 23:08,20.7,22.39,,453.25,0.003374666,0
531,02-02-15 23:09,20.7,22.315,,456.6666667,0.0033633,0
532,02-02-15 23:10,20.7,22.29,,455.75,0.003359512,0
533,02-02-15 23:10,20.7,22.365,,458,0.003370877,0
534,02-02-15 23:12,20.7,22.34,,458.75,0.003367089,0
535,02-02-15 23:12,20.7,22.29,,455.5,0.003359512,0
536,02-02-15 23:13,20.7,22.29,,455,0.003359512,0
537,02-02-15 23:15,20.7,22.29,,453.3333333,0.003359512,0
538,02-02-15 23:16,20.7,22.33,,454.6,0.003365573,0
539,02-02-15 23:17,20.7,22.29,,457.5,0.003359512,0
540,02-02-15 23:18,20.7,22.29,,449.6666667,0.003359512,0
541,02-02-15 23:19,20.7,22.29,,452,0.003359512,0
542,02-02-15 23:19,20.7,22.29,,453.5,0.003359512,0
543,02-02-15 23:21,20.7,22.29,,452,0.003359512,0
544,02-02-15 23:22,20.7,22.29,,450.6,0.003359512,0
545,02-02-15 23:23,20.7,22.29,,450.6666667,0.003359512,0
546,02-02-15 23:23,20.7,22.29,,451,0.003359512,0
547,02-02-15 23:25,20.7,22.29,,454.5,0.003359512,0
548,02-02-15 23:25,20.7,22.29,,457.25,0.003359512,0
549,02-02-15 23:26,20.7,22.315,,456,0.0033633,0
550,02-02-15 23:28,20.675,22.29,,456.5,0.003354313,0
551,02-02-15 23:29,20.675,22.29,,453.5,0.003354313,0
552,02-02-15 23:30,20.7,22.29,,454.25,0.003359512,0
553,02-02-15 23:31,20.675,22.22,,454,0.003343722,0
554,02-02-15 23:31,20.675,22.2675,,451,0.003350909,0
555,02-02-15 23:32,20.66666667,22.26,,450.25,0.003348045,0
556,02-02-15 23:34,20.625,22.2225,,449.75,0.003333756,0
557,02-02-15 23:35,20.675,22.2675,,452,0.003350909,0
558,02-02-15 23:36,20.65,22.245,,452.5,0.003342324,0
559,02-02-15 23:37,20.64,22.236,,454,0.003338894,0
560,02-02-15 23:38,20.63333333,22.26,,453,0.003341137,0
561,02-02-15 23:38,20.7,22.29,,454,0.003359512,0
562,02-02-15 23:39,20.675,22.2675,,450,0.003350909,0
563,02-02-15 23:41,20.625,22.245,,451.75,0.003337149,0
564,02-02-15 23:42,20.675,22.2675,,450.25,0.003350909,0
565,02-02-15 23:43,20.625,22.2225,,445,0.003333756,0
566,02-02-15 23:44,20.65,22.2675,,446.25,0.003345722,0
567,02-02-15 23:44,20.66666667,22.26,,450.6666667,0.003348045,0
568,02-02-15 23:45,20.64,22.236,,453.6,0.003338894,0
569,02-02-15 23:47,20.63333333,22.23,,450.3333333,0.00333661,0
570,02-02-15 23:48,20.65,22.245,,445.5,0.003342324,0
571,02-02-15 23:49,20.65,22.245,,443,0.003342324,0
572,02-02-15 23:50,20.65,22.245,,449.25,0.003342324,0
573,02-02-15 23:51,20.63333333,22.23,,454.6666667,0.00333661,0
574,02-02-15 23:51,20.65,22.245,,449,0.003342324,0
575,02-02-15 23:53,20.625,22.2225,,448.5,0.003333756,0
576,02-02-15 23:54,20.6,22.2,,449.6,0.003325206,0
577,02-02-15 23:55,20.6,22.2,,454,0.003325206,0
578,02-02-15 23:55,20.6,22.2225,,451.25,0.003328594,0
579,02-02-15 23:57,20.6,22.2,,449.3333333,0.003325206,0
580,02-02-15 23:57,20.6,22.2,,446,0.003325206,0
581,02-02-15 23:58,20.6,22.2225,,445.75,0.003328594,0
582,03-02-15 0:00,20.6,22.2,,451.5,0.003325206,0
583,03-02-15 0:01,20.6,22.2,,455.25,0.003325206,0
584,03-02-15 0:02,20.6,22.2,,455.25,0.003325206,0
585,03-02-15 0:03,20.63333333,22.23,,451.6666667,0.00333661,0
586,03-02-15 0:04,20.6,22.2,,451,0.003325206,0
587,03-02-15 0:04,20.6,22.2,,448.75,0.003325206,0
588,03-02-15 0:06,20.6,22.2,,445.75,0.003325206,0
589,03-02-15 0:07,20.6,22.2,,444.75,0.003325206,0
590,03-02-15 0:08,20.6,22.2,,446.3333333,0.003325206,0
591,03-02-15 0:08,20.6,22.2,,450,0.003325206,0
592,03-02-15 0:10,20.575,22.2225,,446.5,0.003323439,0
593,03-02-15 0:10,20.6,22.2225,,446.5,0.003328594,0
594,03-02-15 0:11,20.575,22.2675,,447.75,0.003330205,0
595,03-02-15 0:13,20.58,22.254,,449.6,0.003329207,0
596,03-02-15 0:14,20.6,22.23,,451.6666667,0.003329723,0
597,03-02-15 0:15,20.6,22.26,,450,0.003334241,0
598,03-02-15 0:16,20.6,22.2,,449.25,0.003325206,0
599,03-02-15 0:16,20.575,22.2,,449.75,0.003320056,0
600,03-02-15 0:17,20.55,22.2675,,453.75,0.003325047,0
601,03-02-15 0:19,20.6,22.2,,453,0.003325206,0
602,03-02-15 0:20,20.6,22.2,,450.5,0.003325206,0
603,03-02-15 0:21,20.56666667,22.23,,447,0.00332285,0
604,03-02-15 0:22,20.575,22.2675,,443.75,0.003330205,0
605,03-02-15 0:23,20.6,22.2,,444.25,0.003325206,0
606,03-02-15 0:23,20.6,22.2675,,451.5,0.00333537,0
607,03-02-15 0:24,20.6,22.218,,448.4,0.003327916,0
608,03-02-15 0:26,20.6,22.2,,449,0.003325206,0
609,03-02-15 0:27,20.6,22.26,,449.3333333,0.003334241,0
610,03-02-15 0:28,20.6,22.2,,446.25,0.003325206,0
611,03-02-15 0:29,20.6,22.2,,446.6,0.003325206,0
612,03-02-15 0:29,20.6,22.2,,447.6666667,0.003325206,0
613,03-02-15 0:30,20.6,22.2,,447,0.003325206,0
614,03-02-15 0:32,20.6,22.2,,446.75,0.003325206,0
615,03-02-15 0:33,20.6,22.2,,449.3333333,0.003325206,0
616,03-02-15 0:34,20.58,22.2,,451.2,0.003321086,0
617,03-02-15 0:35,20.6,22.2,,454,0.003325206,0
618,03-02-15 0:36,20.6,22.2,,451,0.003325206,0
619,03-02-15 0:36,20.6,22.2,,450.25,0.003325206,0
620,03-02-15 0:38,20.6,22.2225,,450,0.003328594,0
621,03-02-15 0:39,20.6,22.2225,,449,0.003328594,0
622,03-02-15 0:40,20.6,22.2,,446,0.003325206,0
623,03-02-15 0:40,20.58,22.218,,443.2,0.003323793,0
624,03-02-15 0:42,20.56666667,22.26,,443.3333333,0.003327358,0
625,03-02-15 0:42,20.6,22.2,,448,0.003325206,0
626,03-02-15 0:43,20.6,22.2675,,454,0.00333537,0
627,03-02-15 0:45,20.6,22.29,,451.5,0.003338759,0
628,03-02-15 0:46,20.6,22.29,,451.3333333,0.003338759,0
629,03-02-15 0:47,20.55,22.29,,447,0.003328425,0
630,03-02-15 0:48,20.55,22.29,,448.5,0.003328425,0
631,03-02-15 0:49,20.525,22.2225,,450.5,0.003313151,0
632,03-02-15 0:49,20.575,22.29,,446.5,0.003333588,0
633,03-02-15 0:51,20.6,22.29,,447.3333333,0.003338759,0
634,03-02-15 0:52,20.575,22.29,,453.5,0.003333588,0
635,03-02-15 0:53,20.56666667,22.29,,451.3333333,0.003331866,0
636,03-02-15 0:53,20.58,22.254,,449.4,0.003329207,0
637,03-02-15 0:55,20.53333333,22.26,,453.6666667,0.003320487,0
638,03-02-15 0:55,20.575,22.2,,448.25,0.003320056,0
639,03-02-15 0:56,20.575,22.29,,452,0.003333588,0
640,03-02-15 0:58,20.525,22.2675,,452.6666667,0.003319896,0
641,03-02-15 0:59,20.6,22.2,,454.6666667,0.003325206,0
642,03-02-15 1:00,20.6,22.254,,453.2,0.003333337,0
643,03-02-15 1:01,20.56,22.29,,447.6,0.003330489,0
644,03-02-15 1:01,20.6,22.29,,447.6666667,0.003338759,0
645,03-02-15 1:02,20.55,22.29,,448,0.003328425,0
646,03-02-15 1:04,20.55,22.29,,451,0.003328425,0
647,03-02-15 1:05,20.6,22.29,,451,0.003338759,0
648,03-02-15 1:06,20.525,22.2675,,451,0.003319896,0
649,03-02-15 1:07,20.525,22.29,,449.75,0.003323268,0
650,03-02-15 1:08,20.52,22.29,,453,0.003322238,0
651,03-02-15 1:08,20.5,22.2675,,453.5,0.003314751,0
652,03-02-15 1:09,20.5,22.29,,452.3333333,0.003318119,0
653,03-02-15 1:11,20.525,22.29,,452,0.003323268,0
654,03-02-15 1:12,20.6,22.26,,450.6666667,0.003334241,0
655,03-02-15 1:13,20.5,22.2,,449.5,0.00330465,0
656,03-02-15 1:14,20.6,22.2225,,449.75,0.003328594,0
657,03-02-15 1:14,20.56,22.2,,449,0.00331697,0
658,03-02-15 1:15,20.6,22.2,,451.3333333,0.003325206,0
659,03-02-15 1:17,20.56666667,22.2,,449,0.003318341,0
660,03-02-15 1:18,20.56666667,22.2,,448,0.003318341,0
661,03-02-15 1:19,20.575,22.2,,443.25,0.003320056,0
662,03-02-15 1:20,20.55,22.245,,446.5,0.003321669,0
663,03-02-15 1:21,20.6,22.245,,448.75,0.003331982,0
664,03-02-15 1:21,20.6,22.2225,,451,0.003328594,0
665,03-02-15 1:23,20.6,22.2,,451.5,0.003325206,0
666,03-02-15 1:24,20.56666667,22.2,,455,0.003318341,0
667,03-02-15 1:25,20.6,22.2,,451.6,0.003325206,0
668,03-02-15 1:25,20.6,22.2,,452.6666667,0.003325206,0
669,03-02-15 1:27,20.6,22.14,,448.2,0.003316171,0
670,03-02-15 1:27,20.6,22.125,,445.75,0.003313912,0
671,03-02-15 1:28,20.6,22.1,,446.6666667,0.003310148,0
672,03-02-15 1:30,20.6,22.1,,446.3333333,0.003310148,0
673,03-02-15 1:31,20.6,22.125,,444.75,0.003313912,0
674,03-02-15 1:32,20.6,22.1,,444.5,0.003310148,0
675,03-02-15 1:33,20.58,22.14,,446,0.003312062,0
676,03-02-15 1:34,20.56666667,22.13333333,,443.3333333,0.003308323,0
677,03-02-15 1:34,20.6,22.1,,447,0.003310148,0
678,03-02-15 1:36,20.56666667,22.1,,446,0.003303314,0
679,03-02-15 1:37,20.6,22.15,,445.25,0.003317677,0
680,03-02-15 1:38,20.575,22.125,,442,0.00330878,0
681,03-02-15 1:38,20.575,22.1,,443,0.003305022,0
682,03-02-15 1:40,20.6,22.1,,443,0.003310148,0
683,03-02-15 1:40,20.6,22.1,,446.3333333,0.003310148,0
684,03-02-15 1:41,20.6,22.13333333,,449,0.003315167,0
685,03-02-15 1:43,20.6,22.125,,445.25,0.003313912,0
686,03-02-15 1:44,20.6,22.1,,441.25,0.003310148,0
687,03-02-15 1:45,20.575,22.175,,441.75,0.003316298,0
688,03-02-15 1:46,20.575,22.175,,441.5,0.003316298,0
689,03-02-15 1:46,20.6,22.13333333,,445,0.003315167,0
690,03-02-15 1:47,20.575,22.125,,446,0.00330878,0
691,03-02-15 1:49,20.55,22.2,,442.5,0.003314914,0
692,03-02-15 1:50,20.56666667,22.2,,445,0.003318341,0
693,03-02-15 1:51,20.525,22.2,,443.5,0.003309778,0
694,03-02-15 1:52,20.56,22.2,,443,0.00331697,0
695,03-02-15 1:53,20.6,22.2,,444.3333333,0.003325206,0
696,03-02-15 1:53,20.53333333,22.2,,443.6666667,0.003311489,0
697,03-02-15 1:54,20.58,22.2,,443.4,0.003321086,0
698,03-02-15 1:56,20.6,22.2,,447,0.003325206,0
699,03-02-15 1:57,20.6,22.2,,446.25,0.003325206,0
700,03-02-15 1:58,20.56,22.2,,445.6,0.00331697,0
701,03-02-15 1:59,20.55,22.2,,448.5,0.003314914,0
702,03-02-15 1:59,20.6,22.2,,443.6666667,0.003325206,0
703,03-02-15 2:00,20.58,22.2,,444.4,0.003321086,0
704,03-02-15 2:02,20.6,22.2,,444.3333333,0.003325206,0
705,03-02-15 2:03,20.575,22.2,,443.5,0.003320056,0
706,03-02-15 2:04,20.56666667,22.23,,451,0.00332285,0
707,03-02-15 2:05,20.575,22.2675,,444.5,0.003330205,0
708,03-02-15 2:06,20.6,22.2225,,443,0.003328594,0
709,03-02-15 2:06,20.53333333,22.2,,445.6666667,0.003311489,0
710,03-02-15 2:08,20.56,22.2,,447.8,0.00331697,0
711,03-02-15 2:09,20.6,22.2,,445,0.003325206,0
712,03-02-15 2:10,20.575,22.2,,442.5,0.003320056,0
713,03-02-15 2:10,20.525,22.245,,446.75,0.003316523,0
714,03-02-15 2:12,20.525,22.2675,,442.75,0.003319896,0
715,03-02-15 2:12,20.5,22.29,,441.3333333,0.003318119,0
716,03-02-15 2:13,20.525,22.29,,443.75,0.003323268,0
717,03-02-15 2:15,20.5,22.29,,441.25,0.003318119,0
718,03-02-15 2:16,20.5,22.29,,440.25,0.003318119,0
719,03-02-15 2:17,20.5,22.29,,441.5,0.003318119,0
720,03-02-15 2:18,20.5,22.29,,439.3333333,0.003318119,0
721,03-02-15 2:19,20.5,22.29,,439,0.003318119,0
722,03-02-15 2:19,20.5,22.29,,445.3333333,0.003318119,0
723,03-02-15 2:21,20.5,22.29,,443.5,0.003318119,0
724,03-02-15 2:22,20.5,22.29,,439.8,0.003318119,0
725,03-02-15 2:23,20.5,22.29,,438.25,0.003318119,0
726,03-02-15 2:23,20.5,22.29,,443,0.003318119,0
727,03-02-15 2:25,20.5,22.29,,440.75,0.003318119,0
728,03-02-15 2:25,20.5,22.29,,438.2,0.003318119,0
729,03-02-15 2:26,20.5,22.29,,441.3333333,0.003318119,0
730,03-02-15 2:28,20.5,22.29,,438.25,0.003318119,0
731,03-02-15 2:29,20.5,22.29,,436.5,0.003318119,0
732,03-02-15 2:30,20.5,22.29,,439.3333333,0.003318119,0
733,03-02-15 2:31,20.5,22.29,,439.75,0.003318119,0
734,03-02-15 2:31,20.5,22.29,,439.75,0.003318119,0
735,03-02-15 2:32,20.5,22.29,,441.1666667,0.003318119,0
736,03-02-15 2:34,20.5,22.29,,441.6666667,0.003318119,0
737,03-02-15 2:35,20.5,22.29,,438.5,0.003318119,0
738,03-02-15 2:36,20.5,22.29,,439.75,0.003318119,0
739,03-02-15 2:37,20.5,22.29,,438.2,0.003318119,0
740,03-02-15 2:38,20.5,22.29,,438.6666667,0.003318119,0
741,03-02-15 2:38,20.5,22.315,,442,0.00332186,0
742,03-02-15 2:39,20.5,22.39,,447.75,0.003333084,0
743,03-02-15 2:41,20.5,22.35666667,,442.3333333,0.003328096,0
744,03-02-15 2:42,20.5,22.365,,442.25,0.003329343,0
745,03-02-15 2:43,20.5,22.39,,445.75,0.003333084,0
746,03-02-15 2:44,20.5,22.365,,441.5,0.003329343,0
747,03-02-15 2:44,20.5,22.39,,437.25,0.003333084,0
748,03-02-15 2:45,20.5,22.39,,439,0.003333084,0
749,03-02-15 2:47,20.5,22.29,,436.5,0.003318119,0
750,03-02-15 2:48,20.5,22.32333333,,432.5,0.003323107,0
751,03-02-15 2:49,20.5,22.315,,427.5,0.00332186,0
752,03-02-15 2:50,20.5,22.315,,437.5,0.00332186,0
753,03-02-15 2:51,20.5,22.35666667,,436.6666667,0.003328096,0
754,03-02-15 2:51,20.5,22.39,,435,0.003333084,0
755,03-02-15 2:53,20.5,22.39,,437,0.003333084,0
756,03-02-15 2:54,20.5,22.39,,438.6666667,0.003333084,0
757,03-02-15 2:55,20.5,22.39,,440.5,0.003333084,0
758,03-02-15 2:55,20.5,22.34,,442.75,0.003325601,0
759,03-02-15 2:57,20.5,22.37,,438,0.003330091,0
760,03-02-15 2:57,20.5,22.39,,436.25,0.003333084,0
761,03-02-15 2:58,20.46333333,22.35666667,,441.3333333,0.003320533,0
762,03-02-15 3:00,20.5,22.39,,441,0.003333084,0
763,03-02-15 3:01,20.5,22.315,,437,0.00332186,0
764,03-02-15 3:02,20.5,22.37,,435.2,0.003330091,0
765,03-02-15 3:03,20.5,22.35666667,,433.3333333,0.003328096,0
766,03-02-15 3:04,20.5,22.39,,435,0.003333084,0
767,03-02-15 3:04,20.5,22.34,,433.8,0.003325601,0
768,03-02-15 3:06,20.5,22.39,,435.3333333,0.003333084,0
769,03-02-15 3:07,20.5,22.39,,437.25,0.003333084,0
770,03-02-15 3:08,20.5,22.39,,434.4,0.003333084,0
771,03-02-15 3:08,20.5,22.39,,431.75,0.003333084,0
772,03-02-15 3:10,20.5,22.39,,437.3333333,0.003333084,0
773,03-02-15 3:10,20.5,22.39,,439.6666667,0.003333084,0
774,03-02-15 3:11,20.478,22.37,0,435.6,0.003325549,0
775,03-02-15 3:13,20.456,22.35,0,433,0.003318027,0
776,03-02-15 3:14,20.478,22.392,0,432.6,0.003328837,0
777,03-02-15 3:15,20.5,22.39,0,435.75,0.003333084,0
778,03-02-15 3:16,20.42666667,22.32333333,0,436,0.00330802,0
779,03-02-15 3:16,20.5,22.39,0,434.5,0.003333084,0
780,03-02-15 3:17,20.478,22.392,0,435.4,0.003328837,0
781,03-02-15 3:19,20.42666667,22.32333333,0,437.3333333,0.00330802,0
782,03-02-15 3:20,20.4175,22.3925,0,430.75,0.003316436,0
783,03-02-15 3:21,20.456,22.414,0,439.2,0.003327579,0
784,03-02-15 3:22,20.4725,22.39,0,441.5,0.003327402,0
785,03-02-15 3:23,20.46333333,22.39333333,0,445.6666667,0.003326008,0
786,03-02-15 3:23,20.5,22.39,0,443.25,0.003333084,0
787,03-02-15 3:24,20.4175,22.3425,0,438.25,0.003308992,0
788,03-02-15 3:26,20.46333333,22.46333333,0,437,0.003336461,0
789,03-02-15 3:27,20.478,22.478,0,429.8,0.003341691,0
790,03-02-15 3:28,20.5,22.456,0,431.2,0.003342962,0
791,03-02-15 3:29,20.5,22.412,0,435.8,0.003336377,0
792,03-02-15 3:29,20.4725,22.3925,0,435.75,0.003327776,0
793,03-02-15 3:30,20.445,22.34,0,434.25,0.003314272,0
794,03-02-15 3:32,20.5,22.434,0,434.6,0.00333967,0
795,03-02-15 3:33,20.5,22.39,0,434,0.003333084,0
796,03-02-15 3:34,20.5,22.39,0,433.5,0.003333084,0
797,03-02-15 3:35,20.5,22.39,0,434.6666667,0.003333084,0
798,03-02-15 3:36,20.5,22.39,0,437.5,0.003333084,0
799,03-02-15 3:36,20.5,22.39,0,438.5,0.003333084,0
800,03-02-15 3:38,20.5,22.42666667,0,436.6666667,0.003338572,0
801,03-02-15 3:39,20.5,22.445,0,431.1666667,0.003341316,0
802,03-02-15 3:40,20.5,22.39,0,436,0.003333084,0
803,03-02-15 3:40,20.4725,22.3925,0,438.25,0.003327776,0
804,03-02-15 3:42,20.5,22.46333333,0,439,0.00334406,0
805,03-02-15 3:42,20.5,22.456,0,436.6,0.003342962,0
806,03-02-15 3:43,20.5,22.39,0,432.6666667,0.003333084,0
807,03-02-15 3:45,20.5,22.39,0,433.25,0.003333084,0
808,03-02-15 3:46,20.4725,22.39,0,433.5,0.003327402,0
809,03-02-15 3:47,20.4725,22.4175,0,435.75,0.003331511,0
810,03-02-15 3:48,20.5,22.5,0,436,0.003349548,0
811,03-02-15 3:49,20.5,22.478,0,430.8,0.003346255,0
812,03-02-15 3:49,20.434,22.412,0,435.4,0.003322741,0
813,03-02-15 3:51,20.4175,22.34,0,433.5,0.00330862,0
814,03-02-15 3:52,20.39,22.39,0,429.75,0.003310408,0
815,03-02-15 3:53,20.39,22.39,0,430,0.003310408,0
